name,label,type,fieldType
fecha_de_cierre_esperada,Fecha de cierre esperada,datetime,date
fecha_de_finalizacion_esperada,Fecha de finalización esperada,date,date
fecha_de_inicio_del_proyecto,Fecha de inicio del proyecto,date,date
fecha_de_llegada_a_esta_etapa,Fecha de llegada a esta etapa,date,date
fecha_de_pago,Fecha de pago,enumeration,select
fecha_de_renovacion_de_servicio,Fecha de renovación de servicio,date,date
fecha_demo,Fecha Demo,date,date
fecha_no_fit,Fecha No Fit,date,date
fecha_primer_contacto,Fecha Primer contacto,date,date
fecha_reagenda,Fecha Reagenda,date,date
financial_control,Financial control,string,textarea
fit_tecnico,Fit Técnico,enumeration,select
followup,Followup,string,textarea
forecast_de_cierre,Forecast de cierre,enumeration,radio
free_trial,Free Trial,enumeration,radio
herramientas_actuales,Herramientas Actuales,string,textarea
herramientas_que_utiliza_actualmente,Herramientas que utiliza actualmente,string,text
horario_del_demo,Horario del DEMO,enumeration,radio
hs_actual_duration,Actual duration,number,calculation_equation
hs_acv,Annual contract value,number,number
hs_all_accessible_team_ids,All teams,enumeration,select
hs_all_assigned_business_unit_ids,Brands,enumeration,checkbox
hs_all_collaborator_owner_ids,Deal Collaborator,enumeration,checkbox
hs_all_deal_split_owner_ids,Deal Split Users,enumeration,checkbox
hs_all_owner_ids,All owner IDs,enumeration,select
hs_all_team_ids,All team IDs,enumeration,select
hs_amount_in_home_currency,amount in Company Currency,number,calculation_equation
hs_analytics_latest_source,Latest Traffic Source,enumeration,calculation_equation
hs_analytics_latest_source_company,Latest Traffic Source Company,enumeration,select
hs_analytics_latest_source_contact,Latest Traffic Source Contact,enumeration,select
hs_analytics_latest_source_data_1,Latest Traffic Source Data 1,string,text
hs_analytics_latest_source_data_1_company,Latest Traffic Source Data 1 Company,string,text
hs_analytics_latest_source_data_1_contact,Latest Traffic Source Data 1 Contact,string,text
hs_analytics_latest_source_data_2,Latest Traffic Source Data 2,string,text
hs_analytics_latest_source_data_2_company,Latest Traffic Source Data 2 Company,string,text
hs_analytics_latest_source_data_2_contact,Latest Traffic Source Data 2 Contact,string,text
hs_analytics_latest_source_timestamp,Latest Traffic Source Timestamp,datetime,number
hs_analytics_latest_source_timestamp_company,Latest Traffic Source Timestamp Company,datetime,date
hs_analytics_latest_source_timestamp_contact,Latest Traffic Source Timestamp Contact,datetime,date
hs_analytics_source,Original Traffic Source,enumeration,select
hs_analytics_source_data_1,Original Traffic Source Drill-Down 1,string,text
hs_analytics_source_data_2,Original Traffic Source Drill-Down 2,string,text
hs_arr,Annual recurring revenue,number,number
hs_associated_deal_registration_deal_type,Associated Shared Deal Type,enumeration,select
hs_associated_deal_registration_product_interests,Associated Shared Deal Product Interests,enumeration,checkbox
hs_attributed_team_ids,Attributed reporting team,enumeration,checkbox
hs_average_call_duration,Average call duration,number,calculation_rollup
hs_average_deal_owner_duration_in_current_stage,Average Deal Owner Duration In Current Stage,number,number
hs_campaign,HubSpot Campaign,string,text
hs_closed_amount,Closed Deal Amount,number,calculation_equation
hs_closed_amount_in_home_currency,Closed deal amount in home currency,number,calculation_equation
hs_closed_deal_close_date,Closed Deal Close Date,number,calculation_equation
hs_closed_deal_create_date,Closed Deal Create Date,number,calculation_equation
hs_closed_won_count,Closed won count,number,calculation_equation
hs_closed_won_date,Closed Won Date (Internal),datetime,date
hs_created_by_user_id,Created by user ID,number,number
hs_createdate,HubSpot Create Date,datetime,date
hs_cross_account_note,Cross-account Note,string,textarea
hs_cross_sell_opportunity,Cross-sell Opportunity,bool,booleancheckbox
hs_days_to_close_raw,Days to close (without rounding),number,calculation_equation
hs_deal_amount_calculation_preference,Deal amount calculation preference,enumeration,radio
hs_deal_registration_mrr,HubSpot Shared Deal MRR,number,number
hs_deal_registration_mrr_currency_code,HubSpot Shared Deal MRR Currency Code,enumeration,select
hs_deal_score,Deal Score,number,number
hs_deal_stage_probability,Deal probability,number,number
hs_deal_stage_probability_shadow,Deal stage probability shadow,number,calculation_equation
hs_exchange_rate,Exchange rate,number,number
hs_forecast_amount,Forecast amount,number,number
hs_forecast_probability,Forecast probability,number,number
hs_form_id,Form ID,string,calculation_rollup
hs_has_empty_conditional_stage_properties,Has Empty Conditional Stage Properties,bool,booleancheckbox
hs_has_last_conversation_follow_ups,Has Last Conversation Follow Ups,bool,calculation_equation
hs_has_last_meeting_followups,Has Last Meeting Follow Ups,bool,calculation_equation
hs_is_active_shared_deal,Is Active Shared Deal,bool,booleancheckbox
hs_is_closed,Is Deal Closed?,bool,calculation_equation
hs_is_closed_count,Is Closed (numeric),number,calculation_equation
hs_is_closed_lost,Is closed lost,bool,calculation_equation
hs_is_closed_won,Is Closed Won,bool,calculation_equation
hs_is_deal_split,Deal Split Added,bool,calculation_equation
hs_is_in_first_deal_stage,Is In First Deal Stage,bool,booleancheckbox
hs_is_open_count,Is Open (numeric),number,calculation_equation
hs_is_stalled,Is Stalled,bool,calculation_equation
hs_is_stalled_after_timestamp,Is Stalled After Timestamp,datetime,date
hs_last_call_id_with_followups,Last call ID with followups,number,number
hs_last_conversation_with_followups_object_coordinates,Last conversation with follow-ups,object_coordinates,text
hs_last_gs_shared_message,Last GS Shared Message,datetime,calculation_rollup
hs_last_meeting_id_with_followups,Last meeting ID with followups,number,number
hs_last_partner_shared_message_date,Last Partner Shared Message Date,date,calculation_rollup
hs_last_shared_message_create_date,Last Shared Message Create Date,datetime,calculation_rollup
hs_lastmodifieddate,Last Modified Date,datetime,date
hs_latest_approval_status,Latest Approval Status,string,text
hs_latest_approval_status_approval_id,Latest Approval Status Approval ID,number,number
hs_latest_marketing_email_click_date,Latest marketing email click date,datetime,calculation_rollup
hs_latest_marketing_email_open_date,Latest marketing email open date,datetime,calculation_rollup
hs_latest_marketing_email_reply_date,Latest marketing email reply date,datetime,calculation_rollup
hs_latest_meeting_activity,Latest meeting activity,datetime,date
hs_latest_sales_email_click_date,Latest sales email click date,datetime,calculation_rollup
hs_latest_sales_email_open_date,Latest sales email open date,datetime,calculation_rollup
hs_latest_sales_email_reply_date,Latest sales email reply date,datetime,calculation_rollup
hs_likelihood_to_close,Likelihood to close by the close date,number,number
hs_line_item_context_id,Line item context ID,number,number
hs_line_item_global_term_hs_discount_percentage,Global Term Line Item Discount Percentage,string,text
hs_line_item_global_term_hs_discount_percentage_enabled,Global Term Line Item Discount Percentage Enabled,bool,booleancheckbox
hs_line_item_global_term_hs_recurring_billing_period,Global Term Line Item Recurring Billing Period,string,text
hs_line_item_global_term_hs_recurring_billing_period_enabled,Global Term Line Item Recurring Billing Period Enabled,bool,booleancheckbox
hs_line_item_global_term_hs_recurring_billing_start_date,Global Term Line Item Recurring Billing Start Date,string,text
hs_line_item_global_term_hs_recurring_billing_start_date_enabled,Global Term Line Item Recurring Billing Start Date Enabled,bool,booleancheckbox
hs_line_item_global_term_recurringbillingfrequency,Global Term Line Item Recurring Billing Frequency,string,text
hs_line_item_global_term_recurringbillingfrequency_enabled,Global Term Line Item Recurring Billing Frequency Enabled,bool,booleancheckbox
hs_manual_campaign_ids,Manual campaign ids,number,calculation_rollup
hs_manual_forecast_category,Forecast category,enumeration,select
hs_merged_object_ids,Merged Deal IDs,enumeration,checkbox
hs_mrr,Monthly recurring revenue,number,number
hs_net_pipeline_impact,Net Pipeline Impact,number,number
hs_next_meeting_id,Next Meeting,number,number
hs_next_meeting_name,Next Meeting Name,string,text
hs_next_meeting_start_time,Next Meeting Start Time,datetime,date
hs_next_step,Next step,string,textarea
hs_next_step_updated_at,Next Step Updated At,datetime,calculation_equation
hs_notes_last_activity,Last Activity,object_coordinates,text
hs_notes_next_activity,Next Activity,object_coordinates,text
hs_notes_next_activity_type,Next Activity Type,enumeration,select
hs_num_associated_active_deal_registrations,Number of Active Deal Registrations,number,number
hs_num_associated_deal_registrations,Number of Deal Registrations,number,number
hs_num_associated_deal_splits,Number of Deal Splits,number,number
hs_num_of_associated_line_items,Number of Associated Line Items,number,number
hs_num_target_accounts,Number of target accounts,number,number
hs_number_of_call_engagements,Number of call engagements,number,calculation_rollup
hs_number_of_inbound_calls,Number of inbound calls,number,calculation_rollup
hs_number_of_outbound_calls,Number of outbound calls,number,calculation_rollup
hs_number_of_overdue_tasks,Number of overdue tasks,number,calculation_rollup
hs_number_of_scheduled_meetings,Number of scheduled meetings,number,calculation_rollup
hs_object_id,Record ID,number,number
hs_object_source,Record creation source,string,text
hs_object_source_detail_1,Record source detail 1,string,text
hs_object_source_detail_2,Record source detail 2,string,text
hs_object_source_detail_3,Record source detail 3,string,text
hs_object_source_id,Record creation source ID,string,text
hs_object_source_label,Record source,enumeration,select
hs_object_source_user_id,Record creation source user ID,number,number
hs_open_amount_in_home_currency,Open amount in home currency,number,calculation_equation
hs_open_deal_create_date,Open deal create date,number,calculation_equation
hs_owning_teams,Owning Teams,enumeration,checkbox
hs_partner_tech_win,Partner Tech Win,enumeration,select
hs_pinned_engagement_id,Pinned Engagement ID,number,number
hs_predicted_amount,The predicted deal amount,number,calculation_equation
hs_predicted_amount_in_home_currency,The predicted deal amount in your company's currency,number,calculation_equation
hs_primary_associated_company,Primary Associated Company,number,calculation_rollup
hs_primary_quote_data_updated_at,Primary quote data updated at,datetime,date
hs_priority,Priority,enumeration,select
hs_projected_amount,Weighted amount,number,calculation_equation
hs_projected_amount_in_home_currency,Weighted amount in company currency,number,calculation_equation
hs_read_only,Read only object,bool,booleancheckbox
hs_sales_email_last_replied,Recent Sales Email Replied Date,datetime,date
hs_shared_team_ids,Shared teams,enumeration,checkbox
hs_shared_user_ids,Shared users,enumeration,checkbox
hs_source_object_id,Source Object ID,number,number
hs_submission_idempotent_id,Submission Idempotent ID,string,text
hs_synced_deal_owner_name_and_email,HubSpot Sales Lead,string,text
hs_tag_ids,Deal Tags,enumeration,checkbox
hs_tcv,Total contract value,number,number
hs_unique_creation_key,Unique creation key,string,text
hs_updated_by_user_id,Updated by user ID,number,number
hs_user_ids_of_all_notification_followers,User IDs of all notification followers,enumeration,checkbox
hs_user_ids_of_all_notification_recipients,All deal notification recipients,enumeration,checkbox
hs_user_ids_of_all_notification_unfollowers,User IDs of all notification unfollowers,enumeration,checkbox
hs_user_ids_of_all_owners,User IDs of all owners,enumeration,checkbox
hs_v2_cumulative_time_in_1068535133,"Cumulative time in ""Cliente Importante (Prospección)""",number,number
hs_v2_cumulative_time_in_1068535134,"Cumulative time in ""Cliente Muy Importante (Prospección)""",number,number
hs_v2_cumulative_time_in_1076845375,"Cumulative time in ""cartera de clientes (Pipeline de ventas)""",number,number
hs_v2_cumulative_time_in_1097941873,"Cumulative time in ""Cartera de Clientes (Prospección)""",number,number
hs_v2_cumulative_time_in_1354364943,"Cumulative time in ""NO ICP  (Prospección)""",number,number
hs_v2_cumulative_time_in_175161744,"Cumulative time in ""Demostración (Pipeline de ventas)""",number,number
hs_v2_cumulative_time_in_177457463,"Cumulative time in ""Tomando una decisión (Pipeline de ventas)""",number,number
hs_v2_cumulative_time_in_247103100,"Cumulative time in ""Demo agendado (Prospección)""",number,number
hs_v2_cumulative_time_in_247103101,"Cumulative time in ""Cliente NO importante (Prospección)""",number,number
hs_v2_cumulative_time_in_27199584,"Cumulative time in ""Espera de pago (Pipeline de ventas)""",number,number
hs_v2_cumulative_time_in_947340356,"Cumulative time in ""Lead (Prospección)""",number,number
hs_v2_cumulative_time_in_994495354,"Cumulative time in ""Prospección (Prospección)""",number,number
hs_v2_cumulative_time_in_closedlost,"Cumulative time in ""Cliente perdido (Pipeline de ventas)""",number,number
hs_v2_cumulative_time_in_closedwon,"Cumulative time in ""Cliente ganado (Pipeline de ventas)""",number,number
hs_v2_cumulative_time_in_contractsent,"Cumulative time in ""NO SHOW (Pipeline de ventas)""",number,number
hs_v2_date_entered_1068535133,"Date entered ""Cliente Importante (Prospección)""",datetime,date
hs_v2_date_entered_1068535134,"Date entered ""Cliente Muy Importante (Prospección)""",datetime,date
hs_v2_date_entered_1076845375,"Date entered ""cartera de clientes (Pipeline de ventas)""",datetime,date
hs_v2_date_entered_1097941873,"Date entered ""Cartera de Clientes (Prospección)""",datetime,date
hs_v2_date_entered_1354364943,"Date entered ""NO ICP  (Prospección)""",datetime,date
hs_v2_date_entered_175161744,"Date entered ""Demostración (Pipeline de ventas)""",datetime,date
hs_v2_date_entered_177457463,"Date entered ""Tomando una decisión (Pipeline de ventas)""",datetime,date
hs_v2_date_entered_247103100,"Date entered ""Demo agendado (Prospección)""",datetime,date
hs_v2_date_entered_247103101,"Date entered ""Cliente NO importante (Prospección)""",datetime,date
hs_v2_date_entered_27199584,"Date entered ""Espera de pago (Pipeline de ventas)""",datetime,date
hs_v2_date_entered_947340356,"Date entered ""Lead (Prospección)""",datetime,date
hs_v2_date_entered_994495354,"Date entered ""Prospección (Prospección)""",datetime,date
hs_v2_date_entered_closedlost,"Date entered ""Cliente perdido (Pipeline de ventas)""",datetime,date
hs_v2_date_entered_closedwon,"Date entered ""Cliente ganado (Pipeline de ventas)""",datetime,date
hs_v2_date_entered_contractsent,"Date entered ""NO SHOW (Pipeline de ventas)""",datetime,date
hs_v2_date_entered_current_stage,Date entered current stage,datetime,calculation_equation
hs_v2_date_exited_1068535133,"Date exited ""Cliente Importante (Prospección)""",datetime,date
hs_v2_date_exited_1068535134,"Date exited ""Cliente Muy Importante (Prospección)""",datetime,date
hs_v2_date_exited_1076845375,"Date exited ""cartera de clientes (Pipeline de ventas)""",datetime,date
hs_v2_date_exited_1097941873,"Date exited ""Cartera de Clientes (Prospección)""",datetime,date
hs_v2_date_exited_1354364943,"Date exited ""NO ICP  (Prospección)""",datetime,date
hs_v2_date_exited_175161744,"Date exited ""Demostración (Pipeline de ventas)""",datetime,date
hs_v2_date_exited_177457463,"Date exited ""Tomando una decisión (Pipeline de ventas)""",datetime,date
hs_v2_date_exited_247103100,"Date exited ""Demo agendado (Prospección)""",datetime,date
hs_v2_date_exited_247103101,"Date exited ""Cliente NO importante (Prospección)""",datetime,date
hs_v2_date_exited_27199584,"Date exited ""Espera de pago (Pipeline de ventas)""",datetime,date
hs_v2_date_exited_947340356,"Date exited ""Lead (Prospección)""",datetime,date
hs_v2_date_exited_994495354,"Date exited ""Prospección (Prospección)""",datetime,date
hs_v2_date_exited_closedlost,"Date exited ""Cliente perdido (Pipeline de ventas)""",datetime,date
hs_v2_date_exited_closedwon,"Date exited ""Cliente ganado (Pipeline de ventas)""",datetime,date
hs_v2_date_exited_contractsent,"Date exited ""NO SHOW (Pipeline de ventas)""",datetime,date
hs_v2_latest_time_in_1068535133,"Latest time in ""Cliente Importante (Prospección)""",number,number
hs_v2_latest_time_in_1068535134,"Latest time in ""Cliente Muy Importante (Prospección)""",number,number
hs_v2_latest_time_in_1076845375,"Latest time in ""cartera de clientes (Pipeline de ventas)""",number,number
hs_v2_latest_time_in_1097941873,"Latest time in ""Cartera de Clientes (Prospección)""",number,number
hs_v2_latest_time_in_1354364943,"Latest time in ""NO ICP  (Prospección)""",number,number
hs_v2_latest_time_in_175161744,"Latest time in ""Demostración (Pipeline de ventas)""",number,number
hs_v2_latest_time_in_177457463,"Latest time in ""Tomando una decisión (Pipeline de ventas)""",number,number
hs_v2_latest_time_in_247103100,"Latest time in ""Demo agendado (Prospección)""",number,number
hs_v2_latest_time_in_247103101,"Latest time in ""Cliente NO importante (Prospección)""",number,number
hs_v2_latest_time_in_27199584,"Latest time in ""Espera de pago (Pipeline de ventas)""",number,number
hs_v2_latest_time_in_947340356,"Latest time in ""Lead (Prospección)""",number,number
hs_v2_latest_time_in_994495354,"Latest time in ""Prospección (Prospección)""",number,number
hs_v2_latest_time_in_closedlost,"Latest time in ""Cliente perdido (Pipeline de ventas)""",number,number
hs_v2_latest_time_in_closedwon,"Latest time in ""Cliente ganado (Pipeline de ventas)""",number,number
hs_v2_latest_time_in_contractsent,"Latest time in ""NO SHOW (Pipeline de ventas)""",number,number
hs_v2_time_in_current_stage,Time in current stage,datetime,calculation_equation
hs_was_imported,Performed in an import,bool,booleancheckbox
hs_weighted_amount,HubSpot Weighted amount,number,calculation_equation
hs_weighted_hs_amount_in_home_currency,hs_amount_in_home_currency weighted value,number,calculation_equation
hs_weighted_pipeline_in_company_currency,Weighted open pipeline in company currency,number,calculation_equation
hubspot_owner_assigneddate,Owner assigned date,datetime,date
hubspot_owner_id,Deal owner,enumeration,select
hubspot_team_id,HubSpot Team,enumeration,select
identificacion_del_decision_maker__champion__power_user,Identificacion del Decision maker | Champion | Power User,enumeration,radio
import___budget,Import - budget,string,textarea
import_budget,Import,enumeration,radio
importancia_de_empresa,Importancia de Empresa,enumeration,select
interaccion_de_calificacion_de_negocio_por_etapa_de_pipeline_de_ventas,Interacción de Calificación de negocio por etapa de pipeline de ventas,number,number
interaccion_de_probalidad_de_exito_engagement,Interacción de Probalidad de exito,number,number
june___aha,June - Aha,enumeration,booleancheckbox
june___last_seen,June - Last seen,date,date
june___used,June - Used,enumeration,booleancheckbox
limite_de_calificacion_de_negocio_por_etapa_de_pipeline_de_ventas,Límite de Calificación de negocio por etapa de pipeline de ventas,enumeration,select
limite_de_probalidad_de_exito_threshold,Límite de Probalidad de exito,enumeration,select
lost,lost,enumeration,booleancheckbox
mawi_learning,Mawi Learning,enumeration,booleancheckbox
monto_gastado,Monto gastado,number,number
monto_presupuestado,Monto presupuestado,number,number
motivo_de_compra,Motivo de compra,enumeration,checkbox
motivo_de_perdida,Motivo de perdida,enumeration,radio
motivo_de_rechazo,Motivo de rechazo,string,text
mrr,MRR,number,number
notes_last_contacted,Last Contacted,datetime,date
notes_last_updated,Last Activity Date,datetime,date
notes_next_activity_date,Next Activity Date,datetime,date
num_associated_contacts,Number of Associated Contacts,number,calculation_rollup
num_contacted_notes,Number of times contacted,number,number
num_notes,Number of Sales Activities,number,number
onboarding_kickoff,Onboarding Kickoff,date,date
onboarding_oc,Onboarding OC,date,date
onboarding_presupuestos,Onboarding Presupuestos,date,date
onboarding_seguimiento,Onboarding Seguimiento,date,date
onboarding_tareas_y_documentos,Onboarding Tareas y Documentos,date,date
ordenes_de_compra,Ordenes de Compra,string,textarea
pais,Pais,string,text
pais_de_latam,Pais Mawi,enumeration,radio
pasos_tomados,Pasos Tomados,enumeration,checkbox
pipeline,Pipeline,enumeration,select
plan,Plan,string,textarea
plan_contratado,Plan Contratado,enumeration,select
presupuesto_cargadp,Presupuesto Cargado,string,textarea
prioridad_prospeccion,Prioridad prospección,enumeration,select
probalidad_de_exito_total,Probalidad de exito,number,number
proceso_de_prospeccion,Prospeccion,enumeration,select
prospeccion_canal,Prospección Canal,enumeration,radio
prospeccion_contacto,Prospección Contacto,date,date
prospeccion_herramienta_actual,Prospección Herramienta Actual,string,text
prospeccion_inicio_de_proyectos,Prospección Inicio de Proyectos,string,text
prospeccion_realizada,Prospección Realizada,enumeration,booleancheckbox
proximo_paso_agendado,Próximo Paso Agendado,enumeration,radio
proyectos_creados,Proyectos Creados,string,textarea
purchase_order,Purchase order,string,textarea
razon_churn,Razón Churn,enumeration,select
razon_de_perdida,Justificacion de Negocio Perdido,string,textarea
recordatorio_para_anadir_empresa,Recordatorio para añadir empresa,enumeration,radio
score_fit_tecnico,Score fit técnico,number,number
score_icp,Score ICP,number,number
score_intencion,Score intención,number,number
score_total_prospeccion,Score total prospección,number,number
se_envio_mensaje,Se Envio Mensaje,enumeration,booleancheckbox
se_realizo_llamada,Se realizo llamada,enumeration,booleancheckbox
stripe_customerid,Stripe CustomerID,string,text
tasks,Tasks,string,textarea
tier,Tier,enumeration,select
tipo_de_contracto,Tipo de Contracto,enumeration,radio
tipo_de_proyecto,Tipo de proyecto,string,text
tipo_de_proyectos,Tipo de proyectos,enumeration,radio
trial_activo,Trial Activo,string,textarea
